연번,등급 인정처,호텔업 구분,결정 등급,등급 결정일,지역,호텔명,객실수,주소,전화번호,홈페이지
791,한국관광협회중앙회,관광호텔업,2성,2023-07-14,전남,호텔지뜨,42,전라남도 순천시 팔마2길 11,061-727-5011,https://www.hotelgite.com/ko
792,한국관광협회중앙회,관광호텔업,3성,2023-07-14,서울,나이아가라관광호텔,98,서울특별시 강서구 양천로 743,02-3660-4000,http://www.hotelniagara.co.kr
793,한국관광협회중앙회,가족호텔업,1성,2023-07-14,강원,호텔화양강,43,강원도 홍천군 홍천읍 소옥개로 142,033-435-1000,없음
794,한국관광협회중앙회,관광호텔업,1성,2023-07-11,인천,인천공항호텔,40,인천광역시 중구 신도시남로149번길 11,032-752-2066,http://www.incheonairporthotel.co.kr
795,한국관광협회중앙회,관광호텔업,4성,2023-07-10,서울,켄싱턴호텔 여의도,201,서울특별시 영등포구 국회대로76길 16,02-6670-7000,https://www.kensington.co.kr/hyd
796,한국관광협회중앙회,관광호텔업,4성,2023-07-10,서울,포포인츠바이쉐라톤서울구로,202,서울특별시 구로구 디지털로32길 72,02-6905-9500,https://www.marriott.com/en-us/hotels/selfu-four-points-by-sheraton-seoul-guro/overview
797,한국관광협회중앙회,관광호텔업,4성,2023-07-08,전북,라마다군산호텔,137,전라북도 군산시 대학로 400,063-441-8000,없음
798,한국관광협회중앙회,관광호텔업,2성,2023-07-07,부산,파라곤호텔,132,부산광역시 사상구 광장로 46,051-328-2001,http://www://hotelparagon.com
799,한국관광협회중앙회,관광호텔업,2성,2023-07-07,인천,소래호텔카카오,70,인천광역시 남동구 앵고개로948번길 48,032-424-9993,http://www.hotelcacao.co.kr
800,한국관광협회중앙회,관광호텔업,3성,2023-07-07,부산,티티호텔,103,부산광역시 부산진구 새싹로 35,051-808-5514,http://www.hoteltt.co.kr/
801,한국관광협회중앙회,관광호텔업,3성,2023-07-07,대전,계룡스파텔,143,대전광역시 유성구 온천로 81,042-602-1111,http://welfare.army.mil.kr
802,한국관광협회중앙회,관광호텔업,4성,2023-07-07,부산,신라스테이 서부산,295,부산광역시 강서구 명지국제7로 38,051-661-9000,https://www.shillastay.com/seobusan/index.dolang=ko
803,한국관광협회중앙회,가족호텔업,2성,2023-07-07,강원,주문진리조트,78,강원도 강릉시 주문진읍 해안로 2070,033-661-7400,http://www.sannbada.kr/
804,한국관광협회중앙회,가족호텔업,4성,2023-07-07,서울,호텔스카이파크 킹스타운동대문지점,406,서울특별시 중구 장충단로13길 20,02-6952-8991,http://www.skyparkhotel.com
805,한국관광협회중앙회,관광호텔업,1성,2023-07-06,서울,라비야호텔,30,서울특별시 은평구 진흥로 138,02-355-4521,없음
806,한국관광협회중앙회,관광호텔업,2성,2023-07-06,경기,에스,49,경기도 부천시 원미로17번길 28,032-657-8777,https://shotel7.modoo.at/
807,한국관광협회중앙회,관광호텔업,4성,2023-07-06,서울, AC호텔 바이 메리어트 서울 강남,274,서울특별시 강남구 테헤란로25길 10,02-2050-6000,http://www.marriott.co.kr/hotels/travel/selag-ac-hotel-seoul-gangnam
808,한국관광협회중앙회,소형호텔업,1성,2023-07-06,전북,늘품호텔,20,전라북도 전주시 완산구 기린대로 90,063-284-8688,http://www.neulpum.kr/
809,한국관광협회중앙회,소형호텔업,2성,2023-07-06,부산,그레이193호텔,25,부산광역시 수영구 광안해변로278번길 42,051-710-4441,https://gray193.modoo.at/
810,한국관광협회중앙회,관광호텔업,1성,2023-07-04,서울,렉시호텔,51,서울특별시 서대문구 연세로2가길 14,02-363-4700,없음
811,한국관광협회중앙회,관광호텔업,1성,2023-07-04,서울,신촌라싸 관광호텔,41,서울특별시 서대문구 연세로2가길 3,02-393-1199,http://www.lassahotel.com/
812,한국관광협회중앙회,관광호텔업,2성,2023-07-04,서울,동대문관광호텔,52,서울특별시 종로구 종로 286,02-741-7811,http://www.hoteldongdaemun.com
813,한국관광협회중앙회,관광호텔업,2성,2023-07-04,서울,종로크라운,83,서울특별시 종로구 삼일대로30길 9,02-3676-8000,없음
814,한국관광협회중앙회,관광호텔업,2성,2023-07-04,인천,월미도해월관광호텔,96,인천광역시 중구 월미로260번길 8,032-510-8000,http://www.haewolhotel.com
815,한국관광협회중앙회,관광호텔업,3성,2023-07-04,강원,한탄리버스파호텔,68,강원도 철원군 동송읍 태봉로 1799-22,033-455-1234,없음
816,한국관광협회중앙회,소형호텔업,2성,2023-07-04,전북,호텔로얄,21,전라북도 정읍시 중앙로 170,063-538-0500,http://royalhotel.jalib.site/
817,한국관광협회중앙회,관광호텔업,1성,2023-06-26,강원,산과 바다,42,강원도 양양군 강현면 동해대로 3393,033-673-3313,없음
818,한국관광협회중앙회,관광호텔업,1성,2023-06-22,강원,태백관광호텔(SORANO HOTEL),64,강원도 태백시 기장밭길 7-1,033-553-8080,없음
819,한국관광협회중앙회,관광호텔업,4성,2023-06-22,강원,(주)호텔마레몬스,148,강원도 속초시 동해대로 3705,033-630-7000,http://www.maremonshotel.co.kr
820,한국관광협회중앙회,관광호텔업,2성,2023-06-20,인천,폴로관광호텔,48,인천광역시 남동구 앵고개로934번길 30,032-426-9250,http://jnp6703@naver.com
821,한국관광협회중앙회,관광호텔업,2성,2023-06-20,경기,얼레이,100,경기도 용인시 기흥구 신정로 231,031-693-9181,http://www.alleehotel.com/
822,한국관광협회중앙회,관광호텔업,2성,2023-06-20,경기,호텔 뷰티플,72,경기도 파주시 중앙로 94-9,031-941-3555,없음
823,한국관광협회중앙회,관광호텔업,4성,2023-06-19,인천,이비스스타일앰배서더인천에어포트,360,인천광역시 중구 제2터미널대로 340,032-310-7200,https://www.ambatel.com/ibisstyles/Incheonairport/ko/main.do
824,한국관광협회중앙회,관광호텔업,5성,2023-06-19,강원,홀리데이 인 리조트,214,강원도 평창군 대관령면 솔봉로 325,033-339-0000,https://www.alpensia.com/
825,한국관광협회중앙회,관광호텔업,5성,2023-06-19,강원,인터컨티넨탈 알펜시아 평창리조트,238,강원도 평창군 대관령면 솔봉로 325,033-339-0000,https://www.alpensia.com
826,한국관광협회중앙회,한국전통호텔업,2성,2023-06-19,경북,신라밀레니엄 라궁,16,경상북도 경주시 엑스포로 55-12,054-776-0071,http://www.ragung hotel.com
827,한국관광협회중앙회,관광호텔업,3성,2023-06-16,울산,스타즈호텔울산,345,울산광역시 남구 남중로 65,02-1644-7694,http://stazhotelulsan.com
828,한국관광협회중앙회,관광호텔업,2성,2023-06-14,강원,베니키아호텔산과바다대포항,63,강원도 속초시 동해대로 3691,033-635-6644,없음
829,한국관광협회중앙회,관광호텔업,2성,2023-06-14,경북,(주)용암온천관광호텔,37,경상북도 청도군 화양읍 온천길 23,054-371-5500,없음
830,한국관광협회중앙회,관광호텔업,3성,2023-06-14,대전,호텔아이시시,75,대전광역시 유성구 엑스포로123번길 55,042-866-5000,http://www.hotelicc.com
831,한국관광협회중앙회,관광호텔업,3성,2023-06-14,경기,아셈호텔,73,경기도 김포시 태장로795번길 145,031-997-3230,https://assemhotel.modoo.at/
832,한국관광협회중앙회,관광호텔업,4성,2023-06-14,서울,㈜호텔롯데 L7명동,251,서울특별시 중구 퇴계로 137,02-6310-1000,http://www.lottehotel.com
833,한국관광협회중앙회,관광호텔업,4성,2023-06-14,대구,(주)엘디스 리젠트 호텔,110,대구광역시 중구 달구벌대로 2033,053-253-7711,http://www.eldishotel.com/
834,한국관광협회중앙회,가족호텔업,1성,2023-06-14,강원,동해 산과바다,62,강원도 속초시 동해대로 3707,033-635-9631,없음
835,한국관광협회중앙회,관광호텔업,3성,2023-06-13,서울,호텔스카이파크 센트럴 명동점,312,서울특별시 중구 명동9길 16,02-752-0022,http://www.skyparkhotel.com
836,한국관광협회중앙회,관광호텔업,4성,2023-06-13,인천,하버파크호텔,213,인천광역시 중구 제물량로 217,032-770-9500,http://www.harborparkhotel.com
837,한국관광협회중앙회,관광호텔업,2성,2023-06-12,서울,호텔 유파이브,297,서울특별시 중구 동호로 369,02-759-1600,http://www.hotelu5.co.kr
838,한국관광협회중앙회,관광호텔업,2성,2023-06-12,서울,포레스타호텔,58,서울특별시 은평구 진흥로 179,02-386-6677,https://porestahotel.modoo.at/
839,한국관광협회중앙회,관광호텔업,2성,2023-06-12,서울,HOTEL 2.4,51,서울특별시 송파구 오금로11길 55-16,02-420-2400,http://www.hotel2-4.com/
840,한국관광협회중앙회,관광호텔업,2성,2023-06-12,부산,부산비치관광호텔,35,부산광역시 서구 등대로 113,051-231-0750,http://www.busanbeach.co.kr/
841,한국관광협회중앙회,관광호텔업,2성,2023-06-12,인천,3에스(S) 호텔(소래점),57,인천광역시 남동구 소래역로 26-16,032-435-4977,http://3shotel-sorae.com
842,한국관광협회중앙회,소형호텔업,2성,2023-06-12,경기,리버빌,20,경기도 가평군 설악면 유명로 2324,031-585-5622,http://rivervill.kr/
843,한국관광협회중앙회,소형호텔업,3성,2023-06-12,강원,파랑뷰호텔,25,강원도 고성군 죽왕면 삼포민박촌2길 34,02-2628-7722,http://www.parangvue.com
844,한국관광협회중앙회,관광호텔업,1성,2023-06-09,서울,호텔 컬리넌 왕십리,70,서울특별시 성동구 무학로2길 47,02-2298-0070,http://hotelcullinan.co.kr/hotel_wangsimni.html
845,한국관광협회중앙회,관광호텔업,2성,2023-06-09,서울,호텔베뉴지,162,서울특별시 종로구 청계천로 117,02-2223-6520,http://www.hotelvenueg.co.kr
846,한국관광협회중앙회,관광호텔업,2성,2023-06-08,서울,포레스타,53,서울특별시 송파구 백제고분로7길 23-5,02-412-9990,https://hotelforestar02.modoo.at/
847,한국관광협회중앙회,관광호텔업,3성,2023-06-08,서울,(주)파로스관광호텔,52,서울특별시 송파구 올림픽로10길 5,02-417-2700,https://www.hotelpharos.net/
848,한국관광협회중앙회,관광호텔업,3성,2023-06-08,서울,목시 서울 명동,205,서울특별시 중구 명동8나길 38,02-2184-7000,http://lm.moxy.info@marriott.com
849,한국관광협회중앙회,관광호텔업,2성,2023-06-07,서울,호텔 디 아티스트 연신내점,48,서울특별시 은평구 통일로 891,02-353-8911,http://theartist-ysn.jalip.site
850,한국관광협회중앙회,관광호텔업,2성,2023-06-07,인천,호텔 그랜드스위트,66,인천광역시 중구 월미로248번길 2,032-777-5633,http://www.hotelgrandsuite.com
851,한국관광협회중앙회,관광호텔업,3성,2023-06-07,서울,로이넷 호텔 서울 마포,341,서울특별시 마포구 마포대로 67,02-3702-0300,https://www.daiwaroynet.jp/seoulmapo/
852,한국관광협회중앙회,관광호텔업,4성,2023-06-07,서울,머큐어 앰배서더 서울 홍대,270,서울특별시 마포구 양화로 144,02-3774-1101,https://www.ambatel.com/mercure/hongdae/ko/main.do
853,한국관광협회중앙회,관광호텔업,4성,2023-06-07,경기,포포인츠 바이 쉐라톤 수원,221,경기도 수원시 팔달구 효원로307번길 27,031-784-9300,https://www.marriott.com/ko/hotels/selfo-four-points-suwon/overview/
854,한국관광협회중앙회,관광호텔업,1성,2023-06-05,서울,에이치에비뉴 성신여대점 호텔,53,서울특별시 성북구 동소문로 130,02-929-9630,http://www.haveune.gamsunglab.com
855,한국관광협회중앙회,관광호텔업,2성,2023-06-05,경기,스타비아 관광호텔,69,경기도 김포시 태장로795번길 147,031-5186-0500,없음
856,한국관광협회중앙회,관광호텔업,3성,2023-06-05,경기,라마다앙코르 김포 한강 호텔,594,경기도 김포시 고촌읍 아라육로152번길 169,02-582-0700,http://www.ramadagimpohanriver.com
857,한국관광협회중앙회,관광호텔업,4성,2023-06-05,대구,호텔 라온제나,93,대구광역시 수성구 범어천로 73,053-718-7000,http://www.hotellaonzena.com/
858,한국관광협회중앙회,관광호텔업,4성,2023-06-05,대구,호텔수성,180,대구광역시 수성구 용학로 106-7,053-770-5413,http://www.hotelsusung.co.kr/
859,한국관광협회중앙회,관광호텔업,2성,2023-06-02,서울,호텔스카이파크명동Ⅱ,132,서울특별시 중구 명동9길 22,02-6900-9387,http://www.skyparkhotel.com
860,한국관광협회중앙회,관광호텔업,2성,2023-06-02,인천,브라운도트호텔 인천송도,78,인천광역시 연수구 능허대로 227-7,032-833-6512,없음
861,한국관광협회중앙회,관광호텔업,3성,2023-06-02,서울,제이케이블라썸호텔,252,서울특별시 강서구 양천로65길 41-22,02-2138-0051,http://www.jkblossom.co.kr
862,한국관광협회중앙회,관광호텔업,4성,2023-06-02,서울,소테츠호텔즈 더스프라지르 서울 명동,428,서울특별시 중구 남대문로5길 15,02-772-0900,https://sotetsu-hotels.com/ko/splaisir/
863,한국관광협회중앙회,관광호텔업,4성,2023-06-02,서울,㈜호텔롯데 롯데시티호텔 명동,435,서울특별시 중구 삼일대로 362,02-6112-1000,http://www.lottehotel.com
